"","State","Location.Code","Education","Gender","Coverage","EmploymentStatus","Income","Marital.Status","Monthly.Premium.Auto","No.Of.Open.Complaints","No.Of.Policies","Renew.Offer.Type","Vehicle.Class","Customer.Lifetime.Value","Vehicle.Size","Policy","Policy.Type","Sales.Channel","Total.Claims.Amount","Monthly.Since.Last.Claims","Months.Since.Policy.Inception","Response","predictedvalues"
"695","4","2","3","1","1","1",29256,"2",63,0,5,"4","2",4918.916267,"2","4","2","3",302.4,33,41,"1",4768.21048488667
"696","3","2","1","1","1","2",0,"1",69,0,7,"1","2",4803.935174,"3","2","1","2",496.8,31,25,"1",4983.9930470975
"697","3","1","4","1","1","1",61567,"2",65,0,1,"4","2",2608.786334,"3","4","2","3",39.532978,35,78,"1",2510.42627042917
"698","4","2","1","2","2","2",0,"1",92,0,1,"1","2",3300.684961,"3","4","2","4",711.323244,3,9,"1",3065.78140980583
"699","4","2","3","2","2","2",0,"1",133,0,2,"1","3",26199.5401416,"2","6","2","1",638.4,0,59,"1",19342.772343156
"700","5","3","3","1","1","1",94362,"3",74,0,1,"1","1",2957.102851,"1","5","2","1",195.405949,21,96,"1",2919.18236225
"701","5","2","2","1","1","1",60798,"2",66,0,1,"2","2",2609.533154,"2","6","2","2",316.8,21,57,"1",2590.15064610583
"702","2","2","1","2","1","1",30761,"3",69,2,2,"1","1",10796.44832,"3","9","3","3",331.2,16,16,"1",12022.7289993858
"703","5","1","2","1","3","1",67739,"3",149,0,2,"1","3",26199.5401416,"2","6","2","1",270.373444,4,76,"1",21321.0990299433
"704","5","1","1","2","1","1",99759,"2",65,3,2,"2","1",10314.52484,"2","5","2","1",74.463101,12,25,"1",13459.04844566
"705","1","2","1","1","1","1",76514,"2",112,0,3,"4","3",9028.307862,"2","6","2","1",573.941286,19,0,"1",9005.7092739475
"706","5","2","3","2","1","2",0,"2",106,0,9,"1","3",7902.681227,"3","5","2","1",634.396608,21,25,"1",7606.31276675917
"707","5","2","3","1","1","3",18287,"2",61,4,1,"1","1",2119.894333,"2","5","2","1",292.8,6,56,"1",2384.22255937167
"708","5","2","3","1","2","1",49078,"1",97,0,2,"2","2",22332.43946,"2","2","1","3",484.013411,10,3,"2",18221.5622825592
"709","4","2","3","1","2","1",70600,"3",122,1,2,"2","3",14435.66453,"2","6","2","2",636.982333,26,5,"1",18330.5668190513
"710","5","3","2","1","1","1",77642,"2",64,0,2,"1","1",7710.912153,"1","6","2","3",282.146354,20,14,"1",12661.1127491708
"711","5","3","3","1","1","1",25963,"2",66,0,9,"2","2",5158.576449,"2","6","2","4",298.954932,11,35,"1",5004.38689842583
"712","2","1","1","1","1","1",91416,"2",69,0,5,"2","2",5575.751228,"2","6","2","2",109.904496,4,39,"1",5530.04238191
"713","5","2","2","1","1","3",22000,"2",69,0,1,"2","1",2616.409509,"2","6","2","4",383.224514,27,36,"1",2666.71269814333
"714","5","2","2","2","2","2",0,"2",86,0,1,"1","2",3200.795405,"3","2","1","3",412.8,8,37,"1",3041.5427386375
"715","5","2","1","1","2","2",0,"2",96,0,1,"4","1",3475.07136,"1","4","2","4",460.8,6,60,"1",3549.51389374583
"716","4","2","1","2","2","2",0,"1",96,0,3,"1","2",6776.353402,"3","6","2","1",818.730215,0,38,"1",6851.5018590275
"717","2","1","1","2","1","1",70717,"2",72,0,5,"2","1",5807.994569,"2","4","2","2",37.28874,20,89,"1",5658.74797751583
"718","5","2","4","2","1","2",0,"1",102,1,2,"4","3",11003.54385,"2","5","2","4",489.6,20,7,"1",20078.2654456893
"719","3","3","5","2","2","1",83288,"2",124,0,1,"1","3",5079.843625,"2","6","2","1",353.397699,18,70,"1",4913.1601001575
"720","4","2","4","1","2","1",74424,"2",81,0,9,"2","2",6554.390004,"2","4","2","1",388.8,26,74,"1",6413.2799161
"721","5","1","1","2","1","1",33881,"2",68,0,9,"2","2",5488.931031,"1","6","2","4",65.659137,11,83,"1",5308.31701281
"722","2","3","3","2","2","1",49419,"2",77,0,4,"2","2",6207.171358,"2","5","2","4",203.296071,3,34,"1",6076.05172517083
"723","5","2","4","2","1","1",79487,"3",114,0,1,"2","3",4626.801093,"2","4","2","3",547.2,20,87,"2",4625.69810752833
"724","5","3","5","1","1","1",43091,"2",69,1,6,"1","2",5450.394878,"2","3","1","3",330.138332,2,36,"1",5410.17810739583
"725","3","2","3","1","1","1",89834,"1",105,0,3,"3","3",8306.550901,"2","6","2","1",504,17,14,"1",8578.35907755083
"726","3","3","1","1","1","1",92157,"1",69,0,1,"2","1",2734.514945,"2","3","1","3",270.381385,19,33,"1",2786.2917015025
"727","4","2","1","1","1","1",21195,"2",72,0,9,"3","2",5764.648599,"2","2","1","4",345.6,23,10,"1",5486.75280075917
"728","5","2","1","2","1","2",0,"2",63,0,7,"1","1",4899.231772,"2","6","2","1",302.4,21,78,"1",4609.00270430083
"729","5","2","3","1","1","2",0,"1",68,0,2,"3","1",6896.088021,"2","6","2","1",326.4,10,53,"1",11548.818699725
"730","5","3","2","2","2","1",52721,"2",136,0,1,"1","3",5438.696611,"2","6","2","3",550.127548,34,29,"1",5384.75550601917
"731","5","2","3","1","2","1",30449,"2",92,0,3,"1","2",7390.903278,"2","6","2","1",501.092992,23,47,"1",7184.18908297
"732","4","2","3","2","2","2",0,"1",94,0,2,"3","2",10244.2435,"2","4","2","1",451.2,23,34,"1",12359.2102732325
"733","1","3","2","1","1","1",68041,"1",64,0,1,"4","1",2497.808174,"2","5","2","3",165.570243,10,47,"1",2558.61950408917
"734","3","3","2","1","1","1",39913,"2",106,0,1,"1","3",4198.030023,"3","6","2","1",344.765129,16,61,"1",4213.46260787917
"735","5","2","2","2","1","2",0,"1",73,3,5,"1","1",4462.997006,"2","6","2","4",350.4,35,52,"2",4684.07824119
"736","4","3","1","1","2","1",64825,"2",129,0,4,"2","3",10298.38586,"2","6","2","4",359.484342,1,78,"1",10189.6922847542
"737","4","3","3","1","3","1",44388,"3",113,1,1,"1","2",4299.838835,"2","5","2","2",496.843023,10,74,"1",4332.1179796475
"738","5","2","3","2","1","4",17576,"2",71,0,1,"2","2",2722.210707,"2","2","1","2",398.502948,29,70,"2",2732.21291790417
"739","4","3","3","2","1","1",35011,"2",70,0,8,"4","2",5552.331515,"1","6","2","2",215.728468,7,91,"1",5535.4630365125
"740","1","2","3","1","1","1",83846,"2",74,3,2,"2","2",8717.049833,"1","5","2","1",355.2,22,94,"2",11395.7277533392
"741","3","1","3","2","1","1",39133,"2",67,0,3,"1","2",5418.726537,"2","6","2","2",90.524457,25,26,"1",5254.51863970583
"742","4","1","3","1","1","1",31475,"2",64,1,3,"3","2",5068.264582,"2","5","2","2",22.962412,6,3,"1",5062.00935927167
"743","5","1","1","1","1","1",76875,"2",73,0,9,"3","2",5890.528762,"2","6","2","1",17.375878,21,4,"1",5904.09054593167
"744","4","2","1","1","1","1",72421,"2",65,0,1,"2","2",2592.437797,"3","6","2","2",312,8,23,"2",2581.94973669833
"745","5","2","2","1","1","2",0,"1",69,0,3,"1","2",4813.284447,"2","9","3","1",472.611522,30,44,"1",4679.6845816225
"746","2","2","1","1","1","1",36881,"2",104,0,3,"1","3",8267.119555,"2","9","3","1",499.2,5,25,"1",8327.241184365
"747","5","3","3","2","1","3",16976,"2",69,0,1,"1","2",2631.87754,"2","6","2","1",238.952528,23,54,"1",2600.80588034167
"748","5","2","1","1","2","1",41972,"3",86,0,1,"2","2",3401.881747,"2","6","2","3",691.709371,20,23,"1",3282.1952831625
"749","5","2","2","2","1","2",0,"1",73,3,5,"1","1",4462.997006,"2","3","1","4",350.4,35,52,"2",4646.16483679
"750","5","2","3","2","1","1",23300,"2",63,1,4,"3","2",4962.208409,"3","3","1","3",339.906034,3,35,"1",4852.88022830333
"751","2","3","2","2","1","1",39660,"2",107,0,1,"1","6",4330.769101,"3","2","1","1",416.8496,3,46,"1",4227.84179503917
"752","4","2","2","1","1","1",20662,"2",72,0,2,"4","1",8427.723769,"2","4","2","1",373.324673,10,99,"1",10518.6693174027
"753","1","2","5","2","1","1",74592,"2",67,0,1,"4","1",2727.520769,"2","4","2","1",321.6,9,30,"1",2689.21287926333
"754","3","2","2","2","2","2",0,"1",80,0,1,"2","2",2991.696011,"3","2","1","4",576,9,96,"1",2838.2793878675
"755","2","2","5","1","2","1",61427,"1",88,0,2,"1","2",10477.77713,"1","6","2","3",422.4,24,12,"1",13289.9878169695
"756","5","3","3","2","1","1",49312,"2",65,1,4,"1","2",5184.94945,"2","1","1","3",230.104769,30,55,"1",5111.0725252425
"757","5","1","3","2","1","1",58839,"1",65,3,2,"1","1",7432.856752,"2","6","2","2",18.965718,4,65,"1",11421.7406336085
"758","3","2","1","1","1","2",0,"1",72,0,1,"2","2",2558.762931,"2","3","1","1",518.4,4,14,"1",2625.42706931333
"759","2","2","1","1","1","2",0,"1",64,0,8,"3","2",4428.038374,"3","6","2","1",628.801638,6,47,"1",4539.26784677667
"760","5","2","3","2","1","1",51020,"3",73,0,1,"2","2",2907.898828,"2","6","2","3",350.4,16,88,"1",2860.94888880667
"761","4","2","3","1","2","2",0,"2",133,0,7,"1","3",9709.746073,"3","3","1","1",827.085431,11,30,"1",10118.98558034
"762","2","2","2","2","2","1",85322,"2",134,0,2,"1","3",16265.58682,"2","6","2","1",735.491986,32,55,"1",19621.69910434
"763","1","2","3","2","2","1",71210,"2",214,1,2,"1","4",25807.063,"3","4","2","3",1027.2,8,89,"2",24798.6735671393
"764","2","2","2","1","1","5",19581,"1",67,0,1,"1","2",2342.01381,"1","2","1","1",321.6,2,94,"1",2514.76181755
"765","4","2","2","1","2","2",0,"1",80,0,1,"3","1",2747.771656,"2","8","3","4",576,12,14,"1",3830.75060293417
"766","2","1","1","1","1","1",75329,"2",67,0,1,"3","2",2685.425957,"1","2","1","3",45.905292,15,17,"1",2669.23322384833
"767","5","3","3","2","1","1",44369,"2",68,0,8,"4","2",5493.698779,"2","6","2","2",185.291566,13,22,"1",5349.85893945417
"768","2","3","5","2","1","1",53519,"2",111,0,1,"4","3",4472.334422,"2","2","1","2",520.036279,7,37,"1",4434.41315101
"769","2","2","2","1","1","1",50648,"2",69,1,9,"1","1",5531.627731,"2","6","2","2",331.2,27,50,"1",5495.91989510417
"770","4","2","2","1","1","1",64692,"2",70,0,2,"1","1",8435.176463,"3","3","1","1",336,17,80,"1",11107.77552843
"771","2","2","1","1","1","2",0,"1",100,0,2,"4","3",10196.1106,"2","3","1","4",720,9,75,"1",15732.835059676
"772","4","2","2","1","1","2",0,"1",109,0,1,"1","3",3915.798108,"1","5","2","2",784.8,2,86,"1",4167.129665495
"773","3","3","1","1","1","1",79619,"2",71,3,6,"2","2",5544.909083,"1","6","2","4",280.89705,3,34,"1",5669.504444885
"774","1","1","3","1","2","4",29723,"2",80,0,2,"1","2",9162.063169,"2","5","2","2",20.985105,8,79,"1",14617.6758578485
"775","4","3","5","2","1","1",38893,"1",69,0,1,"1","1",2779.85389,"2","6","2","3",279.960213,12,60,"1",2746.50387278417
"776","2","2","2","2","1","2",0,"1",64,0,1,"1","2",2279.747148,"2","5","2","2",460.8,9,95,"1",2319.53060587667
"777","5","3","4","2","2","1",49673,"2",232,0,7,"2","5",18611.45356,"2","6","2","4",1021.654003,27,57,"1",17692.14072225
"778","5","1","2","1","1","1",70190,"1",71,0,3,"1","1",5577.942343,"2","3","1","1",15.169017,20,22,"1",5520.4658836375
"779","2","3","4","2","2","1",38179,"2",90,1,3,"1","2",7268.096004,"2","4","2","2",374.716271,12,91,"1",7948.30514838917
"780","3","2","1","1","2","2",0,"1",121,0,1,"1","3",4354.398727,"2","6","2","2",871.2,30,85,"1",4734.83510357583
"781","2","1","2","1","2","1",35322,"2",244,0,5,"1","4",19185.0725,"3","6","2","1",76.826503,4,33,"1",18781.432058855
"782","4","2","3","1","1","1",44230,"2",114,0,1,"4","6",4510.194071,"2","6","2","4",738.222494,2,45,"1",4558.00572549167
"783","4","2","2","1","1","1",40269,"2",193,0,3,"3","5",15304.51777,"3","4","2","1",926.4,32,27,"1",14979.919635491
"784","5","2","1","2","1","1",36301,"1",118,0,2,"1","3",26199.5401416,"2","3","1","3",647.954067,11,85,"1",17243.6276329333
"785","2","3","3","2","2","1",50037,"2",81,0,6,"1","2",6513.612638,"2","8","3","2",303.384527,24,91,"1",6471.27920209
"786","5","1","4","1","2","1",75740,"2",98,0,3,"3","2",7870.360084,"2","4","2","4",46.702524,8,42,"1",7783.6254817
"787","4","2","1","1","2","3",26514,"2",91,0,3,"2","2",6974.922464,"3","6","2","1",655.2,16,58,"1",7107.18658181333
"788","1","2","3","2","1","2",0,"1",113,2,7,"1","6",7294.492993,"2","6","2","2",733.737214,12,66,"1",8536.49729024083
"789","1","1","4","2","1","1",67163,"2",61,2,5,"1","1",4879.384813,"3","4","2","2",33.192803,17,41,"1",4957.30792669167
"790","4","2","2","2","2","1",37695,"1",96,0,3,"1","1",7517.378484,"3","5","2","3",460.8,17,3,"1",9773.58491579767
"791","3","2","3","1","1","2",0,"1",114,0,4,"1","3",7821.945982,"3","3","1","1",914.31553,27,39,"1",8325.50996121083
"792","2","1","1","1","2","1",85412,"3",88,0,3,"1","2",7060.212867,"2","4","2","2",134.684555,33,92,"1",7005.673450105
"793","3","1","4","2","1","1",26599,"2",101,0,1,"1","3",4064.182317,"2","5","2","4",254.380731,24,83,"1",3960.957710905
"794","5","3","3","2","1","1",43775,"2",70,0,1,"2","2",2803.796963,"2","6","2","2",310.744656,3,42,"1",2766.58935582167
"795","3","2","1","2","1","2",0,"1",67,0,2,"2","2",20940.30306,"2","6","2","1",482.4,11,6,"1",12315.0350483567
"796","4","2","1","2","1","3",13093,"3",100,0,1,"1","3",3741.570763,"2","5","2","1",514.507039,30,73,"1",3976.93497689333
"797","5","1","3","1","1","1",82255,"2",71,0,5,"1","2",5680.276365,"2","5","2","3",145.004323,29,59,"1",6211.79974889167
"798","4","2","1","1","1","1",65903,"2",66,0,2,"3","2",18522.29433,"2","6","2","1",316.8,4,98,"1",13296.674020535
"799","2","3","2","1","1","1",88708,"2",112,0,9,"2","6",9011.129467,"3","5","2","1",499.663591,6,71,"1",8801.97607963583
"800","1","2","1","1","1","5",19683,"2",117,1,9,"1","6",8382.630118,"2","1","1","4",561.6,17,41,"2",8536.89301624583
"801","3","2","2","1","1","1",35693,"3",103,0,2,"1","6",12265.60041,"3","4","2","3",494.4,8,63,"1",16375.6489903663
"802","1","2","3","2","1","2",0,"1",65,0,7,"1","2",4529.976333,"2","4","2","1",438.369382,7,67,"1",4629.60169985917
"803","1","2","5","1","3","1",37675,"1",104,0,2,"3","2",26199.5401416,"2","3","1","1",731.970027,23,18,"1",16557.6963595508
"804","4","3","1","1","1","1",77512,"3",104,0,6,"2","3",8370.401649,"3","3","1","3",433.608534,2,5,"1",8410.08055874333
"805","4","2","2","1","2","1",99494,"2",83,0,3,"2","2",6650.816974,"3","6","2","1",398.4,11,65,"1",6590.00813926917
"806","2","2","5","2","2","1",37384,"2",99,0,1,"2","2",4014.453113,"2","6","2","1",475.2,9,17,"2",4017.02148480417
"807","4","2","3","1","1","2",0,"1",72,2,1,"1","2",2203.439795,"2","6","2","2",518.715288,33,6,"1",2489.46949996833
"808","1","3","1","2","2","1",75264,"2",78,0,2,"2","2",9388.162927,"2","6","2","4",343.340301,24,92,"1",13642.0400909713
"809","4","2","3","2","3","2",0,"1",105,0,2,"1","2",23142.1509,"2","5","2","1",564.947278,16,16,"1",14858.3097180105
"810","5","3","2","1","1","1",37511,"2",185,2,1,"3","4",7098.017093,"2","6","2","2",579.467191,14,93,"1",8331.907201868
"811","4","2","2","2","2","5",23376,"3",78,0,1,"2","2",2867.312197,"2","6","2","2",374.4,19,18,"2",2885.96336127
"812","2","2","3","2","2","3",20455,"2",84,2,2,"3","1",9414.119587,"2","3","1","3",564.922034,14,40,"1",13705.8300419593
"813","1","2","2","2","1","1",62473,"2",185,0,1,"4","5",7414.436023,"2","5","2","4",1298.853615,25,29,"1",7628.77645415333
"814","3","1","2","1","1","1",30584,"2",68,0,2,"3","1",8072.746442,"2","5","2","3",51.662597,10,37,"1",11522.1170190292
"815","1","2","4","1","2","1",43982,"3",126,1,2,"1","3",14722.22122,"3","6","2","4",604.8,20,68,"1",20292.6140309263
"816","4","1","1","2","1","1",44162,"2",71,0,7,"2","1",5645.513529,"2","6","2","1",160.825045,27,16,"1",5630.77634091583
"817","4","2","2","2","3","1",30383,"3",119,0,1,"4","1",4655.209814,"3","5","2","3",803.686321,32,25,"1",4625.9651306725
"818","4","1","2","2","1","1",79867,"3",74,1,1,"1","2",2989.963139,"3","5","2","3",78.172321,25,76,"1",2908.16945977167
"819","3","1","2","2","2","2",0,"2",81,0,2,"3","2",21112.53624,"2","6","2","3",136.848554,12,59,"1",10130.6350322043
"820","5","2","1","2","1","1",43916,"3",68,2,2,"2","2",7911.626107,"3","5","2","2",326.4,10,59,"1",9991.97217822334
"821","4","1","4","2","2","1",33032,"2",86,1,2,"2","1",23777.81427,"2","6","2","3",87.080119,33,77,"1",16671.7151300942
"822","4","1","2","1","1","1",76357,"2",117,1,1,"1","3",4595.457544,"2","6","2","2",4.074222,18,96,"1",4575.49570213917
"823","2","2","3","1","1","5",26802,"2",66,1,5,"2","1",4636.54647,"2","6","2","1",316.8,7,43,"2",4871.20244361167
"824","2","2","4","1","1","1",41832,"2",66,0,2,"1","2",7942.174213,"3","6","2","2",402.749918,19,15,"1",10873.9069977475
"825","2","2","2","2","1","2",0,"2",73,0,5,"1","2",5504.139033,"2","3","1","2",350.4,18,45,"2",5451.07657084667
"826","3","2","1","2","2","2",0,"2",138,0,1,"1","3",5140.11289,"3","3","1","1",900.617364,22,18,"1",5096.8382994375
"827","4","2","2","1","2","2",0,"1",97,0,3,"1","2",6583.205691,"2","5","2","3",465.6,22,5,"1",7207.30206783833
"828","5","2","1","2","2","1",40032,"2",99,0,8,"2","2",7899.217251,"2","9","3","1",475.2,18,35,"1",7709.88216350833
"829","5","2","1","1","1","2",0,"2",66,1,2,"3","2",7238.504049,"2","6","2","2",393.645615,31,54,"1",11784.7823277408
"830","5","2","3","2","3","1",48156,"3",143,0,1,"1","3",5666.69628,"2","6","2","4",686.4,9,20,"1",5580.79540191167
"831","2","2","1","1","2","2",0,"1",80,1,4,"3","2",5375.657146,"2","5","2","3",749.134686,13,57,"1",5640.27215084833
"832","2","2","3","2","1","1",51737,"1",71,0,6,"1","2",5598.00838,"2","4","2","4",430.163277,13,55,"1",5654.43326214917
"833","4","1","1","1","1","1",95697,"2",61,0,1,"2","1",2471.528431,"2","5","2","1",114.273025,16,55,"2",2471.4636611575
"834","4","2","2","1","1","1",44634,"2",71,1,9,"1","2",5651.396772,"3","6","2","3",396.035334,16,99,"1",5821.25709899583
"835","4","2","1","1","1","2",0,"1",62,0,3,"1","1",4551.060479,"2","4","2","2",446.4,25,98,"1",4525.6064761
"836","5","2","3","2","1","2",0,"2",107,0,3,"1","3",8002.308333,"2","4","2","1",513.6,3,65,"2",7917.07784115
"837","4","3","5","2","1","1",95782,"2",68,1,1,"3","2",2743.553584,"2","6","2","2",247.847239,6,22,"1",2763.32504488833
"838","4","2","4","2","1","1",43657,"2",66,0,2,"1","1",7996.604028,"1","4","2","1",316.8,21,74,"1",12602.6991703908
"839","4","2","1","1","2","1",31134,"2",96,0,6,"3","2",7498.290823,"2","5","2","2",666.5271,24,16,"1",7525.10142189917
"840","2","3","3","2","1","1",80604,"2",61,0,3,"4","2",4882.493829,"2","3","1","4",255.982609,22,86,"1",5547.51616414
"841","5","1","1","2","1","1",37874,"2",65,0,8,"1","2",5258.251562,"1","3","1","3",41.016038,30,65,"1",5111.78123195917
"842","5","3","1","1","2","1",62455,"2",77,1,5,"2","1",6104.849081,"3","5","2","3",338.144854,27,85,"1",6099.59100775917
"843","2","2","1","1","1","1",44025,"1",69,0,1,"1","1",2728.03759,"2","6","2","3",331.2,0,75,"1",2715.68748292333
"844","2","2","1","1","3","2",0,"1",108,0,1,"3","2",3923.265453,"3","5","2","3",912.581597,2,38,"1",3881.17957119083
"845","2","2","2","2","2","2",0,"1",121,2,1,"1","3",3857.947176,"2","5","2","4",1032.204305,12,67,"1",4955.43558354583
"846","2","3","4","2","1","1",81568,"2",186,0,1,"2","5",7583.56435,"2","6","2","4",737.442295,0,73,"1",7444.6451841825
"847","5","2","1","2","2","1",34452,"2",126,0,1,"4","3",5048.051359,"1","4","2","1",604.8,2,51,"1",4966.70830360333
"848","4","2","4","1","2","2",0,"2",128,1,1,"1","6",4656.488488,"2","5","2","1",1548.310532,6,37,"1",5120.30030229417
"849","4","2","2","1","2","1",82377,"2",83,0,7,"3","2",6627.148927,"3","5","2","2",498.335261,28,19,"1",6580.290429085
"850","2","2","3","1","2","2",0,"1",77,0,2,"1","2",7628.749434,"3","6","2","1",369.6,17,65,"1",11043.10747818
"851","5","1","5","2","1","1",92509,"2",71,0,8,"3","2",5768.830622,"2","5","2","1",109.296118,16,43,"1",5721.184897715
"852","2","1","3","1","2","1",54878,"2",96,3,9,"3","2",7381.914168,"2","6","2","2",204.953947,5,11,"1",7827.3258592875
"853","4","2","2","1","2","1",40178,"2",136,0,1,"1","3",5308.617246,"2","8","3","1",652.8,7,13,"1",5488.37843126833
"854","4","2","1","1","1","2",0,"2",64,0,6,"4","2",4726.963307,"2","4","2","1",307.2,10,16,"1",4622.38165792
"855","1","2","3","2","2","1",21604,"3",79,0,1,"1","2",3096.511217,"2","5","2","3",379.2,14,28,"2",3095.60592782
"856","4","2","2","1","1","1",28422,"2",68,1,2,"3","2",7891.584409,"1","1","1","1",453.909559,5,63,"1",12707.6464076842
"857","5","2","3","1","2","1",49078,"1",97,0,2,"2","2",22332.43946,"2","3","1","3",484.013411,10,3,"2",22188.3424584183
"858","4","2","5","1","1","2",0,"2",110,0,7,"2","3",8215.388242,"3","5","2","4",601.021286,10,32,"1",7884.83774884667
"859","5","1","3","2","1","1",26477,"2",66,0,1,"2","2",2621.116054,"2","4","2","3",144.987956,18,37,"1",2560.89320278417
"860","3","2","1","2","1","1",80584,"3",65,0,1,"4","1",2601.468833,"3","5","2","3",312,33,17,"1",2764.34838115167
"861","4","2","2","2","1","1",67511,"2",73,0,8,"3","2",5849.486464,"3","6","2","2",350.4,3,5,"1",5789.52164728083
"862","3","2","2","1","1","1",20346,"2",74,0,2,"3","1",26199.52707,"2","2","1","1",358.643521,13,57,"1",12090.3378420383
"863","2","2","1","1","1","5",19683,"2",117,1,9,"1","6",8382.630118,"2","5","2","4",561.6,17,41,"2",8522.82175627083
"864","3","2","1","2","1","4",19030,"2",62,0,1,"3","1",2372.155492,"2","3","1","3",355.820799,7,22,"1",2385.3592806275
"865","2","3","1","1","2","1",79253,"2",76,0,1,"4","1",3034.797717,"2","3","1","1",254.984946,23,7,"1",3055.14974730583
"866","2","2","1","1","1","1",67132,"2",71,0,6,"2","2",5681.307056,"1","2","1","3",466.371705,34,71,"1",6051.94435483583
"867","4","2","2","2","1","1",33409,"2",105,0,7,"1","3",8370.56545,"2","6","2","1",553.553427,4,17,"1",8448.75166302167
"868","2","3","1","1","2","1",37308,"2",86,0,9,"1","2",6899.709949,"2","5","2","1",301.011106,19,69,"1",6988.03803242083
"869","5","3","2","1","2","1",41185,"2",99,4,1,"2","2",3673.990748,"2","9","3","1",363.613596,20,6,"1",3762.95791365167
"870","4","2","3","2","1","1",30216,"3",63,0,1,"2","2",2452.059049,"2","3","1","2",302.4,18,74,"1",2483.55979275417
