"","No.Of.Policies","Monthly.Premium.Auto","Income","Monthly.Since.Last.Claims","Total.Claims.Amount","Months.Since.Policy.Inception","Response","Gender","No.Of.Open.Complaints","Customer.Lifetime.Value"
"2161",4,80,76673,2,56.082107,59,"No","M",1,6272.416823
"2162",7,63,31702,13,302.4,3,"No","F",1,4985.239225
"2163",5,95,0,15,684,8,"No","F",0,6725.043747
"2164",2,108,17705,7,668.73901,19,"No","F",1,12206.89208
"2165",1,72,0,18,366.277224,41,"No","F",0,2670.797821
"2166",3,112,25539,15,585.069825,63,"No","M",0,8438.463783
"2167",3,61,36413,21,153.013115,76,"No","F",0,4849.697945
"2168",1,69,29587,8,331.2,68,"No","F",0,2648.350463
"2169",1,107,0,31,513.6,41,"No","M",0,4064.107529
"2170",2,69,62902,14,159.383042,94,"Yes","F",0,8256.2978
"2171",3,129,0,33,928.8,14,"No","F",0,9333.076001
"2172",2,125,0,23,626.411563,4,"No","M",0,26199.5401416
"2173",7,63,25632,27,351.270869,52,"Yes","M",0,4929.549699
"2174",1,72,87428,27,224.483337,42,"No","F",0,2866.824929
"2175",1,92,69555,16,255.277041,59,"No","F",0,3673.525732
"2176",2,65,47950,27,301.867895,14,"No","F",0,10537.40467
"2177",2,63,0,16,302.4,35,"No","F",1,6385.617852
"2178",2,135,0,18,648,56,"No","M",0,14816.95159
"2179",2,128,0,35,789.775123,71,"No","M",0,12812.43898
"2180",7,117,45262,25,842.4,32,"No","M",0,9336.123495
"2181",4,63,27725,1,302.4,93,"No","F",4,4773.656279
"2182",1,117,27985,8,561.6,90,"No","M",0,4698.521352
"2183",1,92,29673,21,328.348506,49,"No","F",2,3491.26162
"2184",3,73,57846,7,481.014309,42,"No","F",1,5765.502751
"2185",3,109,10738,5,852.256188,36,"No","M",4,6582.286333
"2186",1,81,45587,8,380.595522,49,"No","M",5,2860.440918
"2187",3,63,82940,12,332.847984,56,"No","F",0,5039.435344
"2188",2,119,60880,25,109.906628,89,"Yes","M",0,14435.67365
"2189",1,71,0,10,484.87847,20,"No","M",0,2469.088506
"2190",1,64,0,3,744.924331,26,"No","F",0,2228.525238
"2191",1,85,28989,12,408,7,"No","M",0,3373.869214
"2192",3,113,0,25,813.6,55,"No","F",0,8262.629249
"2193",6,71,25564,29,228.515513,58,"No","M",0,5495.183322
"2194",1,62,29918,1,108.892382,53,"No","F",0,2471.278718
"2195",1,102,95891,3,34.235959,13,"No","F",0,4128.385865
"2196",2,63,36259,14,302.4,60,"No","M",0,7425.269244
"2197",2,68,61036,2,413.25233,75,"No","M",0,8130.651447
"2198",1,107,29462,28,513.6,23,"Yes","F",1,4170.687348
"2199",5,116,37937,11,556.8,42,"Yes","M",0,9095.049868
"2200",3,113,59762,27,542.4,91,"No","M",0,8807.609658
"2201",2,69,62902,14,159.383042,94,"Yes","F",0,8256.2978
"2202",3,126,97238,6,604.8,91,"No","F",0,10090.40808
"2203",2,132,42522,3,909.876614,85,"No","F",0,26199.5401416
"2204",2,117,0,13,842.4,47,"No","F",0,12765.77704
"2205",9,114,96331,33,491.027024,38,"No","F",0,9159.005771
"2206",7,73,0,17,496.474767,44,"Yes","M",0,5325.724541
"2207",2,198,0,2,2275.265075,75,"No","M",0,26199.5401416
"2208",5,99,0,0,715.039363,53,"No","F",0,7209.088399
"2209",2,121,52174,22,403.737293,25,"No","M",0,14382.56463
"2210",1,69,72335,23,331.2,35,"No","F",0,2762.801339
"2211",5,73,0,1,350.4,60,"No","M",0,5599.668502
"2212",2,73,0,9,350.4,94,"Yes","M",0,17497.52201
"2213",1,70,35855,13,278.208622,51,"No","M",0,2820.741005
"2214",4,98,0,26,1032.329445,31,"No","F",0,6904.081112
"2215",3,64,63391,28,119.587974,48,"No","M",4,4821.213012
"2216",1,103,53093,3,98.991733,62,"No","F",0,4077.501164
"2217",8,79,68332,23,379.2,21,"No","F",3,6240.903564
"2218",4,63,37405,8,287.556107,99,"No","F",3,5035.035257
"2219",1,92,62650,0,148.820742,42,"No","F",0,3657.585449
"2220",9,112,69772,17,537.6,38,"No","M",0,8725.292767
"2221",3,118,27816,4,566.4,90,"No","M",5,7712.057483
"2222",1,103,69379,14,494.4,79,"Yes","F",0,4118.588554
"2223",1,64,34653,18,307.2,72,"No","F",0,2536.885365
"2224",8,117,20903,4,561.6,40,"No","F",0,8886.296424
"2225",1,81,80580,11,41.694266,22,"No","F",2,3193.156111
"2226",2,122,64937,27,328.82872,43,"No","F",0,26199.5401416
"2227",1,72,20814,16,288.594641,57,"No","F",0,2784.911238
"2228",1,87,90804,1,169.386126,95,"No","F",0,3522.480373
"2229",2,72,61897,7,3.406136,79,"No","F",0,8703.727127
"2230",3,94,47727,25,451.2,33,"No","F",0,7522.068229
"2231",1,189,0,23,1737.320276,14,"No","M",0,6674.177684
"2232",2,66,25251,13,316.8,43,"Yes","M",0,11790.49617
"2233",3,113,45600,6,617.936885,96,"No","M",0,8845.185533
"2234",1,167,52951,3,289.77269,43,"No","F",1,6570.970605
"2235",2,64,0,2,307.2,99,"No","M",0,15552.39651
"2236",6,63,27593,31,241.232198,78,"No","F",0,4904.462754
"2237",2,104,31283,18,499.2,3,"No","F",0,12487.58095
"2238",6,85,26628,15,408,28,"No","F",0,6656.15047
"2239",4,71,21142,16,79.293115,79,"No","M",0,5620.587184
"2240",2,71,25998,16,791.878042,38,"Yes","M",0,8382.478392
"2241",7,71,0,9,653.726919,2,"No","F",1,5100.088201
"2242",8,96,57517,14,460.8,61,"No","M",0,7442.570447
"2243",1,167,21586,31,801.6,44,"No","M",1,6638.122296
"2244",6,77,24636,5,480.925301,72,"No","M",0,5639.402141
"2245",1,107,76778,31,500.665061,46,"No","F",1,4298.664542
"2246",7,68,74888,19,335.936021,36,"No","F",3,5382.761801
"2247",4,90,28121,16,432,0,"No","M",0,7089.046071
"2248",3,103,78032,8,323.607074,49,"No","M",0,8302.321168
"2249",8,90,22490,8,88.765534,96,"No","F",0,7126.263963
"2250",2,138,49331,3,386.258495,58,"No","M",0,26199.5401416
"2251",1,112,22768,16,537.6,69,"No","M",0,4437.842056
"2252",1,115,85245,6,556.568103,96,"No","M",0,4584.137063
"2253",7,68,0,16,199.23876,12,"No","M",0,4785.909313
"2254",8,82,72608,26,393.6,19,"Yes","F",3,6521.368813
"2255",4,213,65620,16,766.322388,0,"No","M",0,16909.92767
"2256",8,71,75650,24,104.918485,53,"No","M",0,5709.358709
"2257",1,67,31964,30,120.060283,90,"No","M",0,2627.831472
"2258",1,107,94242,15,52.121929,70,"No","M",0,4325.491222
"2259",2,92,82807,15,302.458432,20,"No","M",0,11073.10572
"2260",1,62,72021,26,50.740536,13,"No","F",0,2499.469914
"2261",7,70,41228,2,336,99,"No","M",3,5386.512585
"2262",3,83,39834,26,398.4,65,"No","F",0,6656.200678
"2263",1,70,30893,25,85.416096,13,"No","F",0,2776.748342
"2264",7,114,40006,34,132.568435,18,"No","F",1,9065.25926
"2265",1,74,79523,34,132.023007,40,"No","M",0,2982.196702
"2266",1,73,17533,10,350.4,1,"No","M",0,2736.352663
"2267",6,115,23823,5,567.48055,39,"No","F",0,9191.733549
"2268",2,90,0,13,432,52,"No","F",0,9498.473472
"2269",1,67,89362,8,116.209568,72,"No","F",0,2700.676449
"2270",1,116,0,25,556.8,5,"No","F",1,4146.409412
"2271",1,119,30361,28,373.289571,48,"No","F",1,4781.821034
"2272",3,74,25398,23,465.922152,2,"No","F",0,5878.447428
"2273",3,74,92949,21,337.305815,84,"No","M",0,5926.38544
"2274",1,66,46900,13,316.8,59,"Yes","M",0,2580.849899
"2275",1,177,97024,0,686.815162,68,"No","M",0,7083.642205
"2276",1,64,39317,22,77.695607,46,"No","F",0,2518.743544
"2277",1,96,43987,29,460.8,17,"No","M",0,3843.965188
"2278",8,116,37722,8,158.077504,23,"Yes","M",0,9075.768214
"2279",1,66,78618,7,225.578841,56,"Yes","M",0,2619.337376
"2280",1,109,0,2,666.042098,8,"No","F",0,3907.028747
"2281",1,138,44019,20,165.478147,60,"No","F",0,5500.577411
"2282",3,94,38874,6,331.170924,86,"No","F",0,7501.661322
"2283",2,72,51205,4,185.530076,52,"No","F",0,8732.090534
"2284",3,96,21941,34,691.2,3,"No","M",0,7524.442436
